Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Male,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Temp Provisional
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified  Exempt
Male,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,20 - 29,Classified Provisional
Male,Not Applicable,Service Maintenance,Service Maintenance,VECTOR CONTROL DISTRICT,Natural Resources,20 - 29,Classified Probationary
Female,Hispanic/Latino,Administrative Support,Administrative Support,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Classified  Permanent
Female,Not Applicable,Protective Service Workers,Protective Services-Non Sworn,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Classified Probationary
Female,Asian,Professionals,Officials and Adminstrators,AGRICULTURE & ENVIRON MGMT,Natural Resources,20 - 29,Classified  Permanent
Male,Asian,Officials and Administrators,Officials and Adminstrators,ASSESSOR,Financial Administration,20 - 29,Classified  Permanent
Male,Not Applicable,Officials and Administrators,Officials and Adminstrators,ASSESSOR,Financial Administration,20 - 29,Classified Probationary
Female,White,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Male,Two or More Races,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Male,White,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Male,Two or More Races,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Female,Two or More Races,Paraprofessionals,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Female,American Indian/Alaska Native,Paraprofessionals,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Male,White,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,20 - 29,Unclassified  Benefits
Female,Not Applicable,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,20 - 29,Classified Probationary
Female,Not Applicable,Paraprofessionals,Administrative Support,COMMUNITY HEALTH SERVICES,Health,20 - 29,Unclassified Extra Help
Female,Hispanic/Latino,Administrative Support,Administrative Support,CONTROLLER TREASURER,Financial Administration,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,COUNTY EXECUTIVE,Financial Administration,20 - 29,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Unclassified Extra Help
Male,Asian,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Unclassified Extra Help
Female,Two or More Races,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Male,Hispanic/Latino,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Female,White,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,20 - 29,Classified Probationary
Male,Asian,Professionals,Professionals,COUNTY LIBRARY,Other,20 - 29,Unclassified Extra Help
Female,White,Administrative Support,Administrative Support,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Male,White,Administrative Support,Administrative Support,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Male,Two or More Races,Service Maintenance,Administrative Support,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Female,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Male,Two or More Races,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Male,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,20 - 29,Classified Provisional
Female,Asian,Paraprofessionals,Technicians,PARKS & RECREATION,Natural Resources,20 - 29,Unclassified Extra Help
Female,White,Protective Service Workers,Protective Services - Sworn,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Female,Black/African American,Professionals,Professionals,PARKS & RECREATION,Natural Resources,20 - 29,Classified  Permanent
Female,Not Applicable,Professionals,Officials and Adminstrators,COUNTY CLERK-RECORDER,Other,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,20 - 29,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,DEPARTMENT OF CORRECTION,Corrections,20 - 29,Classified Probationary
Female,Not Applicable,Administrative Support,Administrative Support,DEPARTMENT OF CORRECTION,Corrections,20 - 29,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,20 - 29,Classified  Permanent
Female,White,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,20 - 29,Classified  Permanent
Female,Two or More Races,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,20 - 29,Classified Probationary
Male,Not Applicable,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,20 - 29,Classified Probationary
Female,White,Service Maintenance,Skilled Craft,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,20 - 29,Classified Probationary
Female,Not Applicable,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,20 - 29,Classified Probationary
Female,Asian,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,20 - 29,Classified  Permanent
Male,Asian,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,20 - 29,Classified Probationary
Female,Hispanic/Latino,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Unclassified  Benefits
Female,Not Applicable,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,20 - 29,Unclassified Extra Help
Female,Asian,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,20 - 29,Unclassified Extra Help
Female,Not Applicable,Paraprofessionals,Administrative Support,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified  Permanent
Male,White,Professionals,Professionals,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified Probationary
Male,Two or More Races,Professionals,Professionals,DISTRICT ATTORNEY,Financial Administration,20 - 29,Unclassified Extra Help
Female,Not Applicable,Professionals,Professionals,DISTRICT ATTORNEY,Financial Administration,20 - 29,Classified Probationary
Male,Not Applicable,Administrative Support,Administrative Support,EMPLOYEE SERVICES AGENCY,Financial Administration,20 - 29,Classified  Permanent
Male,Asian,Professionals,Officials and Adminstrators,EMPLOYEE SERVICES AGENCY,Financial Administration,20 - 29,Classified  Permanent
Female,Not Applicable,Professionals,Officials and Adminstrators,EMPLOYEE SERVICES AGENCY,Financial Administration,20 - 29,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,EMPLOYEE SERVICES AGENCY,Financial Administration,20 - 29,Classified Probationary
Female,Not Applicable,Service Maintenance,Service Maintenance,FACILITIES AND FLEET,Financial Administration,20 - 29,Classified  Permanent
Female,Asian,Professionals,Professionals,FACILITIES AND FLEET,Financial Administration,20 - 29,Classified Probationary
Male,White,Skilled Craft Workers,Skilled Craft,FACILITIES AND FLEET,Financial Administration,20 - 29,Classified  Permanent
Male,Not Applicable,Skilled Craft Workers,Skilled Craft,FACILITIES AND FLEET,Financial Administration,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,MEDICAL EXAMINER-CORONER,Police Protection,20 - 29,Classified Probationary
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,20 - 29,Unclassified Extra Help
Female,White,Paraprofessionals,Technicians,MEDICAL EXAMINER-CORONER,Police Protection,20 - 29,Classified  Permanent
Male,Asian,Professionals,Professionals,PRE-TRIAL SERVICES,Corrections,20 - 29,Classified Probationary
Female,Two or More Races,Professionals,Professionals,PRE-TRIAL SERVICES,Corrections,20 - 29,Classified  Permanent
Male,Two or More Races,Administrative Support,Administrative Support,PROBATION,Corrections,20 - 29,Classified  Permanent
Female,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified Temp Provisional
Male,Two or More Races,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified  Permanent
Male,Hispanic/Latino,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Classified  Permanent
Male,Two or More Races,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Unclassified Extra Help
Female,White,Protective Service Workers,Protective Services - Sworn,PROBATION,Corrections,20 - 29,Unclassified Extra Help
